Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-01-21,Kubo and the Two Strings,2016,https://boxd.it/8yMrLz,4,,,2025-01-20
2025-01-23,The Living End,1992,https://boxd.it/8A9pcR,4.5,Yes,,2025-01-22
2025-01-24,"Hello, Dolly!",1969,https://boxd.it/8ASlZl,3.5,,,2025-01-23
2025-01-30,A Real Pain,2024,https://boxd.it/8FASBF,4.5,Yes,,2025-01-29
2025-02-02,Some Like It Hot,1959,https://boxd.it/8Hw9wl,,Yes,with mom,2025-02-01
2025-02-02,The Bee Gees: How Can You Mend a Broken Heart,2020,https://boxd.it/8HJkCF,,Yes,"with kate, with mom",2025-02-01
2025-02-03,Harakiri,1962,https://boxd.it/8I4KVZ,5,,criterion channel,2025-02-02
2025-02-03,Saturday Night Fever,1977,https://boxd.it/8IBnzR,2,,with kate,2025-02-02
2025-02-04,The Fifth Element,1997,https://boxd.it/8JfaXh,3,,with kate,2025-02-03
2025-02-04,A Real Pain,2024,https://boxd.it/8JgjDn,4.5,Yes,with kate,2025-02-03
2025-02-21,Supermarket Woman,1996,https://boxd.it/8TGWJ7,4.5,,"with kate, criterion channel",2025-02-20
2025-02-25,High and Low,1963,https://boxd.it/8Ww4x9,,,criterion channel,2025-02-24
2025-02-27,Ryuichi Sakamoto: Opus,2023,https://boxd.it/8XAW3T,,,criterion channel,2025-02-26
2025-03-02,Good Morning,1959,https://boxd.it/8Zo6r9,4,,criterion channel,2025-03-01
2025-03-03,Shinjuku Boys,1995,https://boxd.it/904adf,,,criterion channel,2025-03-02
2025-03-04,Demon Pond,1979,https://boxd.it/90XfeH,3.5,,criterion channel,2025-03-03
2025-11-23,Amarcord,1973,https://boxd.it/bOfCcd,,,"with kate, dnf",2025-03-05
2025-03-08,Woman in Witness Protection,1997,https://boxd.it/93rBmB,4,,criterion channel,2025-03-07
2025-03-09,Down with Love,2003,https://boxd.it/94bgib,4.5,,criterion channel,2025-03-07
2025-03-09,No Other Land,2024,https://boxd.it/94qArd,5,,"with kate, academy museum",2025-03-08
2025-11-23,A Special Day,1977,https://boxd.it/bNP5LR,,,"with kate, dnf",2025-03-12
2025-03-19,Robot Dreams,2023,https://boxd.it/9aDQ37,5,,,2025-03-18
2025-03-20,That Old Dream That Moves,2001,https://boxd.it/9b1TGf,3,,criterion channel,2025-03-19
2025-03-20,Crossing Delancey,1988,https://boxd.it/9b4r23,3.5,,criterion channel,2025-03-19
2025-03-23,Moonstruck,1987,https://boxd.it/9cMhXv,3.5,,criterion channel,2025-03-22
2025-03-24,Cleaners,2019,https://boxd.it/9d72R5,5,,criterion channel,2025-03-23
2025-04-02,Dog Day Afternoon,1975,https://boxd.it/9ikCGD,4,,"with kate, criterion channel",2025-04-01
2025-04-03,Wings of Desire,1987,https://boxd.it/9iNKwT,3,,"with kate, criterion channel",2025-04-02
2025-04-10,Cabaret,1972,https://boxd.it/9mPh8D,5,,with kate,2025-04-09
2025-04-11,"One, Two, Three",1961,https://boxd.it/9neWI3,4,,with kate,2025-04-10
2025-04-13,Fräulein Else,1929,https://boxd.it/9oE33P,,,"with kate, in theaters, midnight",2025-04-12
2025-04-24,Conclave,2024,https://boxd.it/9vaqBD,4,Yes,"with kate, with yen",2025-04-23
2025-04-28,Robot Dreams,2023,https://boxd.it/9xDl4v,4.5,Yes,"with kate, with yen",2025-04-27
2025-05-05,Thunderbolts*,2025,https://boxd.it/9BpdPr,3.5,,"with kate, with yen, in theaters",2025-05-04
2025-05-07,Black Panther: Wakanda Forever,2022,https://boxd.it/9CTKyR,4,Yes,"with kate, with yen",2025-05-06
2025-05-27,Showgirls,1995,https://boxd.it/9OA0T5,3,,criterion channel,2025-05-26
2025-05-29,Ed Wood,1994,https://boxd.it/9PWAAr,3,,criterion channel,2025-05-28
2025-06-01,Captain America: Brave New World,2025,https://boxd.it/9RDkll,3,,,2025-05-31
2025-06-04,D.E.B.S.,2004,https://boxd.it/9TKaEz,4,,criterion channel,2025-06-03
2025-07-10,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/ahsnhj,3,,,2025-07-09
2025-07-12,Breakfast at Tiffany's,1961,https://boxd.it/aiOUSF,2.5,,with mom,2025-07-11
2025-07-21,A Minecraft Movie,2025,https://boxd.it/apZqTt,3,,,2025-07-20
2025-07-21,Hoodwinked!,2005,https://boxd.it/apZrl3,,Yes,,2025-07-20
2025-07-29,The Fantastic 4: First Steps,2025,https://boxd.it/awAbPp,3.5,,"cinemawest, in theaters",2025-07-28
2025-08-03,Once Upon a Time... in Hollywood,2019,https://boxd.it/aAwsaB,3,,with ryan,2025-08-02
2025-08-16,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/aKuj5j,3,,,2025-08-15
2025-08-25,X2,2003,https://boxd.it/aRcLqB,4,Yes,,2025-08-24
2025-08-31,The Magnificent Seven,1960,https://boxd.it/aVaW3F,3.5,,,2025-08-30
2025-09-02,Taxi zum Klo,1980,https://boxd.it/aWKkUH,3.5,,,2025-08-31
2025-09-03,Elvira's Haunted Hills,2001,https://boxd.it/aXmatd,2.5,,,2025-09-02
2025-09-05,Cabaret,1972,https://boxd.it/aYtPjL,5,Yes,,2025-09-04
2025-09-06,Liza with a Z,1972,https://boxd.it/aYKU17,,,,2025-09-05
2025-09-06,All That Jazz,1979,https://boxd.it/aZ6FML,5,,,2025-09-05
2025-09-08,The Last Unicorn,1982,https://boxd.it/b0CHbZ,3.5,,,2025-09-07
2025-09-08,The Boys in the Band,1970,https://boxd.it/b0E4FZ,4,Yes,,2025-09-07
2025-09-10,There Will Be Blood,2007,https://boxd.it/b1NuT1,3.5,,with taylor,2025-09-09
2025-09-11,The Glassworker,2024,https://boxd.it/b2lIm9,3,,,2025-09-10
2025-09-14,The Seventh Seal,1957,https://boxd.it/b42vDh,,,,2025-09-13
2025-09-16,Serial Mom,1994,https://boxd.it/b5rutT,4,Yes,,2025-09-15
2025-09-16,Hairspray,1988,https://boxd.it/b5sXNZ,4,,,2025-09-15
2025-09-17,Butch Cassidy and the Sundance Kid,1969,https://boxd.it/b60Yyz,4,,,2025-09-16
2025-09-21,"The Good, the Bad and the Ugly",1966,https://boxd.it/b8iU0R,4,,,2025-09-20
2025-09-23,Sebastiane,1976,https://boxd.it/b9heBN,3,,,2025-09-21
2025-09-23,The Strong Ones,2019,https://boxd.it/b9A9JP,3.5,,,2025-09-22
2025-09-23,Best in Show,2000,https://boxd.it/b9CzKD,3.5,,,2025-09-22
2025-09-24,And Then We Danced,2019,https://boxd.it/ba7mDV,4.5,,,2025-09-23
2025-09-28,Serial Mom,1994,https://boxd.it/bcunu5,4,Yes,"with kate, with yen",2025-09-27
2025-10-01,The Elvira Show,1993,https://boxd.it/bennyb,,,,2025-09-30
2025-10-02,House on Haunted Hill,1959,https://boxd.it/beUZfR,3,,,2025-10-01
2025-10-05,Sinners,2025,https://boxd.it/bgRh19,4.5,,"with kate, with kathy",2025-10-04
2025-10-14,Sansho the Bailiff,1954,https://boxd.it/bmO5uL,,,,2025-10-13
2025-10-15,Little Shop of Horrors,1986,https://boxd.it/bnoCQH,3.5,,,2025-10-15
2025-10-20,Princess Mononoke,1997,https://boxd.it/bqKvW5,5,Yes,,2025-10-19
2025-10-29,Seconds,1966,https://boxd.it/bwWOWh,4,,,2025-10-28
2025-11-03,One Battle After Another,2025,https://boxd.it/bAB5K5,5,,"with mihana, vista theater, in theaters, on film",2025-11-02
2025-11-05,Memoir of a Snail,2024,https://boxd.it/bBQzvX,3.5,,,2025-11-04
2025-11-07,Do the Right Thing,1989,https://boxd.it/bCWo0F,4.5,,,2025-11-06
2025-11-10,The Doom Generation,1995,https://boxd.it/bFnEgB,4,,,2025-11-09
2025-11-11,Isle of Dogs,2018,https://boxd.it/bG211J,4,,,2025-11-10
2025-11-13,Addams Family Values,1993,https://boxd.it/bHlfZF,4,,with taylor,2025-11-12
2025-11-16,Paper Moon,1973,https://boxd.it/bJi3vP,3.5,,,2025-11-15
2025-11-17,Stardust,2007,https://boxd.it/bKi5KB,3.5,,,2025-11-16
2025-11-21,"Night Is Short, Walk On Girl",2017,https://boxd.it/bMm0cP,4.5,,with taylor,2025-11-20
2025-11-22,To Be or Not to Be,1942,https://boxd.it/bNuokj,3.5,,,2025-11-21
2025-11-23,Animal Crossing: The Movie,2006,https://boxd.it/bOh0QD,,,,2025-11-22
2025-11-24,Judgment at Nuremberg,1961,https://boxd.it/bPabYN,,,,2025-11-23
2025-11-26,Casablanca,1942,https://boxd.it/bQp2tP,,,,2025-11-25
2025-12-04,Falsettos,2017,https://boxd.it/bVEzW1,,,,2025-12-03
2025-12-05,Wicked: For Good,2025,https://boxd.it/bWfIAd,3.5,,"in theaters, with mihana, with isabella",2025-12-04
2025-12-08,Garlic Is as Good as Ten Mothers,1980,https://boxd.it/bYyA29,,,criterion channel,2025-12-07
2025-12-11,The Wiz,1978,https://boxd.it/c0wCyP,3.5,,,2025-12-10
2025-12-15,Chungking Express,1994,https://boxd.it/c3FwHr,4,,,2025-12-14
2025-12-18,The Umbrellas of Cherbourg,1964,https://boxd.it/c6jz0N,3.5,,criterion channel,2025-12-17
2025-12-19,Fiddler on the Roof,1971,https://boxd.it/c7c10f,4.5,,,2025-12-18
2025-12-20,Broadway Musicals: A Jewish Legacy,2013,https://boxd.it/c8b9hZ,,,,2025-12-19
2025-12-21,"It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives",1971,https://boxd.it/c9f8Lr,,,,2025-12-20
2025-12-22,Four Christmases,2008,https://boxd.it/carZsb,3.5,,"with ryan, with mom, with colin, with dylan",2025-12-21
2025-12-22,A Long Way From Heaven: The Rainbow Y Story,2024,https://boxd.it/cavi65,,,,2025-12-21
2025-12-22,Silence = Death,1989,https://boxd.it/cavkR3,,,,2025-12-21
2025-12-24,Rock Hudson: All That Heaven Allowed,2023,https://boxd.it/ccFJHb,,,,2025-12-23
2025-12-29,Love Lies Bleeding,2024,https://boxd.it/ciFcxr,3,,,2025-12-28
2025-12-30,Wake Up Dead Man,2025,https://boxd.it/cjW2SH,3.5,,,2025-12-29
2026-01-02,Stranger Things 5: The Finale,2025,https://boxd.it/cnynIB,4,,,2025-12-31
2026-01-02,Marty Supreme,2025,https://boxd.it/cnypRZ,3.5,,"with kate, in theaters",2026-01-01
2026-01-03,One Battle After Another,2025,https://boxd.it/cplGs5,5,Yes,with kate,2026-01-02
2026-01-08,Lost in America,1985,https://boxd.it/cwewgx,3,,criterion channel,2026-01-07
2026-01-11,The Bitter Tears of Petra von Kant,1972,https://boxd.it/czOBt1,4,,criterion channel,2026-01-10
2026-01-13,The Handmaiden,2016,https://boxd.it/cCg9Nh,4.5,,,2026-01-12
2026-01-14,Pillion,2025,https://boxd.it/cDgfK3,3.5,,,2026-01-13
